Country,Type,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Switzerland,"Professional, scientific and technical activities",10.98,10.69,11.18,9.99,10.33,10.46,8.4,8.83,8.9,-1
Serbia,"Professional, scientific and technical activities",-1,-1,2.3,2.77,1.78,2.01,2,-1,-1,-1
Turkey,"Professional, scientific and technical activities",8.63,8.29,8.01,7.95,10.91,12.17,12.92,40.13,41.32,-1
EU28,Administrative and support service activities,661.68,589.99,573.35,575.99,592.87,595,600.05,635.8,628.49,651.47
Belgium,Administrative and support service activities,27.82,25.73,23.81,25.75,30.88,32.06,25.16,22.49,20.88,20.87
Bulgaria,Administrative and support service activities,2.14,1.82,1.75,1.73,1.7,1.1,1.57,1.72,1.73,1.72
Czechia,Administrative and support service activities,16.52,13.28,15.76,13.88,13.44,15.12,20.27,21.55,21.33,21.86
Denmark,Administrative and support service activities,6.55,6.26,6.74,7.67,7.34,6.57,7.3,8.05,8.53,8.31
Germany,Administrative and support service activities,14.72,14.63,18.4,20.3,16.59,16.93,14.62,18.78,19.23,19.63
Estonia,Administrative and support service activities,1.16,1.41,0.86,1.69,1.57,0.81,1.46,1.52,1.49,1.41
Ireland,Administrative and support service activities,1.3,1.09,1.03,1.05,1.14,1.08,1.09,0.54,1,1
Greece,Administrative and support service activities,2.48,2.65,2.27,2.42,4.96,4.11,4.89,4.81,4.97,4.6
Spain,Administrative and support service activities,2.52,2.64,1.94,1.78,1.82,1.45,1.32,1.17,1.29,1.3
France,Administrative and support service activities,251.33,209.14,192.87,196.26,202.95,209.81,214.8,221.85,226.2,227.62
Croatia,Administrative and support service activities,2.16,2.19,2.11,1.87,1.75,1.82,1.68,1.8,2,2.02
Italy,Administrative and support service activities,60.85,57.87,49.67,48.27,46.07,45.41,40.98,42.68,39.64,39.92
Cyprus,Administrative and support service activities,2.69,2.54,2.52,2.12,2.05,1.61,1.63,1.79,1.69,0.93
Latvia,Administrative and support service activities,2.14,1.61,1.18,1.46,1.5,1.34,1.28,1.57,1.39,1.68
Lithuania,Administrative and support service activities,0.84,0.59,0.62,0.7,0.58,0.65,0.61,0.56,0.61,0.64
Luxembourg,Administrative and support service activities,0.38,0.4,0.63,0.83,0.84,0.86,1.43,1.59,1.39,1.44
Hungary,Administrative and support service activities,8.07,7.95,8.06,8.87,9.07,10.44,13.47,18.04,17.72,18.38
Malta,Administrative and support service activities,0.3,0.24,0.24,0.23,0.24,0.23,0.23,0.24,0.23,0.26
Netherlands,Administrative and support service activities,61.08,57.59,51.46,50.24,49.83,48.24,44.01,45.14,38.38,39.29
Austria,Administrative and support service activities,5.91,6.14,6.69,7.72,2.56,4.66,6.18,12.88,5.6,5.7
Poland,Administrative and support service activities,23.94,24.97,29.23,29.21,32.12,29.32,30.61,33.29,36.35,39.52
Portugal,Administrative and support service activities,7,6.7,6.8,6.6,6.2,6.2,6.8,6.8,7.2,7.35
Romania,Administrative and support service activities,8.78,8.04,7.68,8.12,8.46,8.08,8.75,8.86,9.18,9.12
Slovenia,Administrative and support service activities,0.53,0.31,0.32,0.33,0.33,0.34,0.36,0.38,0.43,0.39
Slovakia,Administrative and support service activities,16.86,16.73,16.93,16.46,19.12,24.05,17.59,15.54,15.45,30.32
Finland,Administrative and support service activities,9.48,6.63,9.77,9.34,8.77,9.04,11.97,11.97,13,13.73
Sweden,Administrative and support service activities,8.02,8.38,9.75,10.93,11.86,12.84,13.18,14.76,16.12,16.36
United Kingdom,Administrative and support service activities,116.11,102.46,104.27,100.14,109.17,100.82,106.82,115.43,115.44,116.09
Iceland,Administrative and support service activities,0.51,0.47,0.47,0.49,0.54,0.62,0.68,0.81,1.01,-1
Norway,Administrative and support service activities,0,0,0,0,0,0,0,0,0,-1
Switzerland,Administrative and support service activities,5.92,5.72,6.1,5.76,5.85,6.22,6.24,6.18,6.3,-1
Serbia,Administrative and support service activities,-1,-1,4.42,4.45,2.98,2.78,2.83,-1,-1,-1
Turkey,Administrative and support service activities,63.07,60.75,58.96,58.59,80.67,90.25,96.13,116.57,125.68,-1
EU28,Public administration and defence; compulsory social security,1001.55,1042.41,896.92,837.1,753.85,773.97,740.95,729.38,734.33,683.37
Belgium,Public administration and defence; compulsory social security,34.52,30.1,25.47,21.26,22.83,23.3,24.42,28,29.58,29.57
Bulgaria,Public administration and defence; compulsory social security,2.75,2.09,1.95,1.92,1.62,1.03,1.06,0.14,0.14,0.14
Czechia,Public administration and defence; compulsory social security,5.19,7.33,4.73,6.12,8.67,5.25,9.63,7.9,7.92,7.39
Denmark,Public administration and defence; compulsory social security,8.31,11.37,10.97,14.22,13.9,14.86,14.97,14.24,15.16,15.59
Germany,Public administration and defence; compulsory social security,129.02,129.22,130.82,143.8,66.92,63.53,69.08,71.31,73.9,51.58
Estonia,Public administration and defence; compulsory social security,28.57,33.23,23.85,22.31,20.4,18.93,42.95,43.44,43.28,2.83
Ireland,Public administration and defence; compulsory social security,3.48,3.46,3.71,3.86,3.79,2.41,3.01,2.87,2.29,2.31
Greece,Public administration and defence; compulsory social security,19.55,13.49,10.79,10.58,8.3,8.15,8.21,12.42,12.95,13.7
Spain,Public administration and defence; compulsory social security,44.57,43.84,42.51,39.47,36.83,42.56,51.25,58.58,63.04,64.13
France,Public administration and defence; compulsory social security,30.65,33.06,33.94,31.41,30.78,32.51,23.29,23.43,22.28,22.71
Croatia,Public administration and defence; compulsory social security,1.91,1.92,1.84,1.55,1.49,1.55,1.47,1.56,1.74,1.75
Italy,Public administration and defence; compulsory social security,238.22,270.4,160.3,129.02,121.45,162.59,110.61,89.37,82.5,83.08
Cyprus,Public administration and defence; compulsory social security,2.99,2.9,2.87,2.98,2.74,2.43,2.3,2.16,2.51,3.06
Latvia,Public administration and defence; compulsory social security,12.01,10.21,11.1,7.81,10.33,10.23,10.47,8.35,10.44,11.45
Lithuania,Public administration and defence; compulsory social security,1.85,1.61,1.81,1.75,1.38,1.69,2.12,1.98,1.69,1.73
Luxembourg,Public administration and defence; compulsory social security,0.33,0.33,0.47,0.43,0.39,0.45,0.35,0.3,0.28,0.29
Hungary,Public administration and defence; compulsory social security,8.15,8.31,8.64,9.43,9.56,9.95,10.62,13.31,13.18,13.55
Malta,Public administration and defence; compulsory social security,0.07,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.1
Netherlands,Public administration and defence; compulsory social security,104.71,101.24,102.52,103.4,105.53,103.03,104.22,103.45,105.37,103.21
Austria,Public administration and defence; compulsory social security,5.63,5.4,5.58,5.29,4.32,4.4,4.42,5.28,4.66,4.67
Poland,Public administration and defence; compulsory social security,55.39,61.8,71.62,55.58,57.83,51.22,49.72,53.28,57.44,63.31
Portugal,Public administration and defence; compulsory social security,17.1,16.1,13.6,10,9.4,10.6,10.9,13.4,13.7,13.84
Romania,Public administration and defence; compulsory social security,9.3,29.39,7.5,7.07,7.23,6.7,7.86,7.44,7.17,7.12
Slovenia,Public administration and defence; compulsory social security,0.38,0.27,0.26,0.26,0.27,0.28,0.45,0.46,0.52,0.5
Slovakia,Public administration and defence; compulsory social security,27.13,27.35,27.38,26.8,29.93,36.71,28.15,25.07,24.75,27.17
Finland,Public administration and defence; compulsory social security,13.73,13.48,15.59,14.57,13.61,13.8,12.38,12.94,15.19,15.88
Sweden,Public administration and defence; compulsory social security,12.67,17.18,13.68,13.78,13.28,11.69,11.93,13.37,13.09,13.2
United Kingdom,Public administration and defence; compulsory social security,183.37,167.3,163.34,152.36,151.04,134.08,125.04,115.24,109.47,109.51
Iceland,Public administration and defence; compulsory social security,0.23,0.22,0.2,0.19,0.18,0.19,0.18,0.2,0.21,-1
Norway,Public administration and defence; compulsory social security,7.4,8.35,9.47,8.85,9.41,10.67,9.44,8.6,9.11,-1
Switzerland,Public administration and defence; compulsory social security,30.84,30.11,31.43,28.6,29.23,28.27,27.21,26.7,26.26,-1
Serbia,Public administration and defence; compulsory social security,-1,-1,3,3.86,2.17,2.37,2.41,-1,-1,-1
Turkey,Public administration and defence; compulsory social security,3.4,3.27,3.18,3.16,4.35,4.86,5.18,27.64,28.09,-1
EU28,Education,204.52,197.91,199.7,190.07,180.3,187.6,182.29,187.91,201.5,216.54
Belgium,Education,12.92,8.18,8.04,6.55,6.28,6.66,6.48,9.58,19,18.99
Bulgaria,Education,9.99,7.53,6.99,6.57,5.8,3.65,4.08,0.33,0.34,0.33
Czechia,Education,2.54,8.06,3.81,4.2,3.39,5.66,3.33,4.12,3.34,3.42
Denmark,Education,3.56,4.15,4.46,4.55,4.61,4.73,4.92,5.38,5.47,5.89
Germany,Education,37.68,31.08,38.79,37.67,36.66,35.62,33.21,34.47,35.66,36.12
Estonia,Education,6.11,5.64,4.13,7.32,2.26,5.1,4.56,4.65,4.47,4.12
Ireland,Education,1.92,1.92,1.77,1.96,1.82,0.91,1.24,1.05,1.22,1.23
Greece,Education,9.72,7.12,5.64,5.24,4.24,4.13,4.24,6.36,6.53,6.03
Spain,Education,7.86,9.8,7.79,7.13,4.23,3.88,7.17,7.49,8.21,8.4
France,Education,22.88,24.91,23.54,21.54,21.58,23.74,30.33,32.74,31.13,31.48
Croatia,Education,1.02,1.04,1,0.89,0.81,0.84,0.78,0.85,0.95,0.96
Italy,Education,0.81,0.83,0.84,0.78,1.26,1.71,2.63,1.66,1.88,1.9
Cyprus,Education,0.63,0.73,0.73,0.68,0.53,0.58,0.43,0.46,0.5,0.3
Latvia,Education,2.54,3.02,2.58,1.75,3.43,1.73,1.27,1,1.43,1.69
Lithuania,Education,1.87,1.65,1.71,2.06,1.77,1.72,1.57,1.24,1.37,1.44
Luxembourg,Education,0.11,0.11,0.19,0.14,0.22,0.26,0.2,0.28,0.29,0.3
Hungary,Education,2.07,1.98,1.89,1.84,1.7,1.48,1.45,1.82,1.79,1.87
Malta,Education,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03
Netherlands,Education,2.84,2.93,3.21,2.86,2.91,2.95,2.66,2.73,2.74,2.8
Austria,Education,7.27,5.99,5.56,4.83,3.62,3.61,3.43,5.27,4.41,4.48
Poland,Education,21.56,23.16,28.53,25.62,26.21,24.77,23.17,24.24,26.19,28.47
Portugal,Education,3.1,3,2.8,2.6,2.3,2.6,2.4,2.7,3.1,3.16
Romania,Education,3.22,2.18,2.84,2.65,2.62,2.55,2.82,3.05,2.63,2.61
Slovenia,Education,0.85,0.82,0.71,0.6,0.45,0.46,0.37,0.39,0.45,0.42
Slovakia,Education,16.41,16.24,16.4,15.8,18.24,23.72,16.95,14.75,14.73,26.6
Finland,Education,1.8,2.3,2.2,1.83,1.8,1.86,1.81,1.74,1.82,1.91
Sweden,Education,4.02,5.62,5.08,4.94,5.21,5.37,4.28,4.42,5.44,5.5
United Kingdom,Education,19.18,17.88,18.43,17.47,16.34,17.29,16.5,15.1,16.38,16.12
Iceland,Education,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,-1
Norway,Education,1.13,1.31,1.69,1.42,1.48,2.16,1.69,1.63,1.63,-1
Switzerland,Education,1.03,1,1.06,0.98,0.98,1.06,0.97,0.91,0.95,-1
Serbia,Education,-1,-1,2.47,3.19,1.69,1.92,1.86,-1,-1,-1
Turkey,Education,3.16,3.05,2.96,2.94,4.05,4.53,4.82,22.9,23.32,-1
EU28,Human health and social work activities,9625.34,9293.95,9047.21,8612.16,8340.07,7764.03,7542.49,7210.86,7219.79,7174.11
Belgium,Human health and social work activities,289.44,297.44,291.45,306.17,283.58,270.95,299.71,324.95,258.04,258.05
Bulgaria,Human health and social work activities,2.27,1.52,1.45,1.4,1.2,0.84,0.57,0.49,0.45,0.45
Czechia,Human health and social work activities,754.52,757.41,755.26,755.25,756.49,756.75,755.91,756.21,757.07,757.13
Denmark,Human health and social work activities,38.79,51.84,39.99,47.85,35.41,43.86,43.59,44.19,44.49,45.25
Germany,Human health and social work activities,408.11,383.59,384.44,376.28,349.44,325.62,314.82,332.95,349.72,349.97
Estonia,Human health and social work activities,17.24,15.86,16.56,17.13,15.41,14.53,13.08,15.28,12.93,11.89
Ireland,Human health and social work activities,135.24,136.73,137.33,138.06,138.8,138.72,139.26,139.91,143.82,144.45
Greece,Human health and social work activities,10.01,8.09,6.16,5.44,5.35,5.25,5.03,6.25,6.6,6.99
Spain,Human health and social work activities,2486.85,2401.11,2277.23,1986.19,1593.92,1304.73,1312.82,1043.48,1107.08,1107.21
France,Human health and social work activities,321.5,327.18,325.78,326.45,325.72,330.62,336.28,338.32,335.57,336.38
Croatia,Human health and social work activities,1.28,1.3,1.26,1.12,1.04,1.05,0.98,1.07,1.16,1.16
Italy,Human health and social work activities,1879.5,1698.83,1535.2,1386.89,1574.6,1422.95,1274.24,1102.04,1073,1080.54
Cyprus,Human health and social work activities,18.08,18.56,18.97,19.43,19.52,19.34,19.15,19.2,19.36,19.36
Latvia,Human health and social work activities,10.38,12.46,12.9,14.76,13.04,13.77,13.66,14.04,13.46,10.23
Lithuania,Human health and social work activities,22.98,39.98,19.56,20.56,16.85,17.14,18.5,17.29,16.64,17.97
Luxembourg,Human health and social work activities,18.12,16.01,12.36,11.76,11.26,10.28,10.99,10.69,10.99,10.04
Hungary,Human health and social work activities,26.04,22.97,22.81,24.93,21.33,20.62,19.04,20.29,20.24,11.03
Malta,Human health and social work activities,2.21,1.7,1.37,1.38,1.91,1.3,0.79,0.57,1.64,0.7
Netherlands,Human health and social work activities,93.1,90.24,79.98,96.3,74.47,78.97,63.68,50.34,53.56,53.67
Austria,Human health and social work activities,107.65,72.35,86.97,74.92,55.31,62.77,54.46,50.21,50.43,50.43
Poland,Human health and social work activities,418.86,422.85,426.86,425.03,424.53,424.26,423.99,425.45,427.6,430.15
Portugal,Human health and social work activities,18.5,16.6,14.5,12.6,11.4,13.1,13.5,15.9,17.2,17.29
Romania,Human health and social work activities,5.47,15.67,17.84,17.79,17.52,16.65,16.3,17.89,17.16,17.05
Slovenia,Human health and social work activities,89.83,100.87,98.76,159.67,196.5,120.51,80.43,127.96,128.04,69.01
Slovakia,Human health and social work activities,19.42,19.07,19.36,18.64,21.35,27.15,20.16,17.81,17.45,18.24
Finland,Human health and social work activities,113.58,83.03,93.11,89,88.03,78.15,4.32,3.95,4.34,4.36
Sweden,Human health and social work activities,406.37,361.08,414.23,327.62,321.11,269.11,296.88,306.73,308.16,308.23
United Kingdom,Human health and social work activities,1910,1919.64,1935.5,1949.56,1964.97,1975.05,1990.36,2007.4,2023.59,2036.89
Iceland,Human health and social work activities,0.11,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,-1
Norway,Human health and social work activities,99.42,105.8,91.31,85.07,82.69,85.45,73.09,72.08,66.98,-1
Switzerland,Human health and social work activities,64.25,58.27,59.24,51.05,49.63,35.5,36.92,34.01,29.06,-1
Serbia,Human health and social work activities,-1,-1,3.12,4.06,2.18,2.37,2.3,-1,-1,-1
Turkey,Human health and social work activities,3.91,3.7,3.49,3.45,4.62,5.06,5.28,24.6,25.07,-1
EU28,"Arts, entertainment and recreation",136.92,136.75,136.43,134.3,131.11,128.93,121.7,132.23,131.26,136.54
Belgium,"Arts, entertainment and recreation",2.5,2.49,2.83,2.54,2.88,3.06,3.01,2.67,2.75,2.75
Bulgaria,"Arts, entertainment and recreation",0.8,0.64,0.59,0.56,0.51,0.34,0.52,0.15,0.16,0.16
Czechia,"Arts, entertainment and recreation",1.86,1.77,1.52,1.6,1.58,1.55,1.67,1.7,1.75,1.8
Denmark,"Arts, entertainment and recreation",1.12,1.4,1.5,1.62,1.59,1.63,1.52,1.63,1.89,1.86
Germany,"Arts, entertainment and recreation",44.29,42.94,46.96,50.15,44.1,44.51,37.22,40.9,42.43,43.04
Estonia,"Arts, entertainment and recreation",1.76,2.08,1.62,1.61,0.99,1.22,1.97,2.02,1.95,1.88
Ireland,"Arts, entertainment and recreation",0.45,0.41,0.37,0.32,0.35,0.29,0.26,0.24,0.26,0.26
Greece,"Arts, entertainment and recreation",0.52,3.2,1.85,1.87,1.86,1.84,2.11,2.22,2.32,2.16
Spain,"Arts, entertainment and recreation",2.16,3.85,2.16,2.29,1.82,1.71,1.42,1.63,1.8,1.82
France,"Arts, entertainment and recreation",9.76,10.23,9.97,9.58,9.14,9.62,10.31,10.48,10.08,10.25
Croatia,"Arts, entertainment and recreation",0.44,0.44,0.43,0.38,0.35,0.37,0.34,0.37,0.42,0.42
Italy,"Arts, entertainment and recreation",9.35,9.42,8.98,8.1,7.78,7.79,7.22,7.66,7.54,7.59
Cyprus,"Arts, entertainment and recreation",0.48,0.62,0.6,0.48,0.45,0.4,0.32,0.45,0.47,0.38
Latvia,"Arts, entertainment and recreation",0.47,0.39,0.33,0.13,0.17,0.18,0.17,0.2,0.22,0.25
Lithuania,"Arts, entertainment and recreation",0.29,0.29,0.28,0.31,0.31,0.36,0.34,0.3,0.32,0.34
Luxembourg,"Arts, entertainment and recreation",0.13,0.11,0.2,0.15,0.2,0.13,0.12,0.1,0.1,0.1
Hungary,"Arts, entertainment and recreation",0.3,0.29,0.33,0.36,0.34,0.34,0.35,0.45,0.44,0.46
Malta,"Arts, entertainment and recreation",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
Netherlands,"Arts, entertainment and recreation",2.79,2.87,3.33,3.12,3.35,3.41,3.13,3.32,3.6,3.67
Austria,"Arts, entertainment and recreation",4.6,4.09,4.13,4,2.97,3.13,3,5.85,4.13,4.18
Poland,"Arts, entertainment and recreation",4.29,4.6,7.02,6.26,6.65,5.8,5.57,5.94,6.43,7.05
Portugal,"Arts, entertainment and recreation",2.8,2.4,2.3,2,2,2.1,2.2,2.7,2.8,2.84
Romania,"Arts, entertainment and recreation",1.6,1.34,1.46,1.46,1.48,1.52,1.69,1.75,1.74,1.73
Slovenia,"Arts, entertainment and recreation",0.24,0.28,0.26,0.22,0.2,0.19,0.08,0.08,0.09,0.09
Slovakia,"Arts, entertainment and recreation",7.24,7.51,7.42,7.49,8.23,9.58,7.92,7.22,6.61,10.94
Finland,"Arts, entertainment and recreation",1.65,1.48,1.3,1.49,2.19,2.42,2.88,3.12,3.22,3.37
Sweden,"Arts, entertainment and recreation",2.32,2.25,2.32,2.28,2.49,2.42,2.53,2.66,2.74,2.77
United Kingdom,"Arts, entertainment and recreation",32.7,29.37,26.37,23.93,27.12,23,23.83,26.43,24.98,24.36
Iceland,"Arts, entertainment and recreation",0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,-1
Norway,"Arts, entertainment and recreation",0,0,0,0,0,0,0,0,0,-1
Switzerland,"Arts, entertainment and recreation",7.89,8.25,8.86,9,9.87,10.31,10.29,11.32,11.04,-1
Serbia,"Arts, entertainment and recreation",-1,-1,0.51,0.68,0.39,0.43,0.44,-1,-1,-1
Turkey,"Arts, entertainment and recreation",1.21,1.16,1.13,1.12,1.54,1.72,1.84,6.46,6.62,-1
EU28,Other service activities,230.34,221.64,222.82,219.35,207.69,208.73,196.39,208.77,206.06,220.82
Belgium,Other service activities,7.47,7.27,7,6.57,7.12,7.35,6.02,4.46,4.43,4.43
Bulgaria,Other service activities,0.81,0.66,0.61,0.59,0.54,0.35,0.4,0.14,0.16,0.16
Czechia,Other service activities,1.38,1.81,2.32,1.97,1.76,1.66,1.7,1.79,1.83,1.87
Denmark,Other service activities,2.83,2.92,3.2,2.81,3.17,2.95,2.87,3.11,3.19,3.14
Germany,Other service activities,83.17,82.62,85.86,88.12,75.31,73.99,60.44,66.41,68.89,70.25
Estonia,Other service activities,0.79,0.5,0.36,0.69,0.9,0.77,0.78,0.81,0.79,0.72
Ireland,Other service activities,0.22,0.21,0.22,0.5,0.36,0.24,0.26,0.22,0.25,0.25
Greece,Other service activities,12.59,10.09,7.88,7.39,6.19,7.97,9.51,8.82,8.81,8.16
Spain,Other service activities,15.02,15.34,15.26,12.57,12.61,9.56,10.12,10.17,10.98,11.25
France,Other service activities,16.6,17.31,17.02,17.03,16.64,17.53,17.65,17.85,17.22,17.36
Croatia,Other service activities,1.58,1.6,1.56,1.41,1.33,1.35,1.23,1.32,1.43,1.45
Italy,Other service activities,17.47,17.25,16.2,14.96,14.56,14.61,13.72,14.41,14.1,14.2
Cyprus,Other service activities,0.73,0.76,0.79,0.62,0.56,0.48,0.49,0.54,0.5,0.26
Latvia,Other service activities,0.28,0.12,0.11,0.4,0.33,0.11,0.16,0.22,0.23,0.27
Lithuania,Other service activities,0.44,0.39,0.36,0.45,0.37,0.39,0.37,0.27,0.31,0.33
Luxembourg,Other service activities,0.07,0.07,0.11,0.11,0.09,0.1,0.1,0.13,0.12,0.12
Hungary,Other service activities,0.92,1,1.03,1.04,1.04,1.03,1.08,1.52,1.47,1.53
Malta,Other service activities,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04
Netherlands,Other service activities,3.6,3.73,3.93,3.94,3.89,3.93,3.87,3.89,3.93,4.01
Austria,Other service activities,6.64,5.45,5.33,4.83,4.4,5.82,8.94,16.43,8.82,8.99
Poland,Other service activities,10.73,10.87,12.34,12.75,12.77,11.74,12.68,13.7,14.96,15.96
Portugal,Other service activities,3.3,2.9,2.6,2.1,2.1,2.2,2.1,2.1,2.1,2.14
Romania,Other service activities,6.5,5.7,5.69,5.68,6.07,5.82,6.53,6.48,6.55,6.5
Slovenia,Other service activities,0.43,0.27,0.24,0.21,0.15,0.16,0.1,0.11,0.12,0.11
Slovakia,Other service activities,13.24,13.09,13.31,12.94,14.74,18.63,13.87,12.32,12.12,24.24
Finland,Other service activities,3.85,2.05,2.03,1.94,2.18,1.96,2.45,2.46,2.54,2.67
Sweden,Other service activities,2.1,1.97,2.04,2.03,2.19,2.22,2.39,2.32,2.43,2.45
United Kingdom,Other service activities,17.51,15.66,15.4,15.67,16.31,15.76,16.53,16.74,17.75,17.96
Iceland,Other service activities,0.08,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.08,-1
Norway,Other service activities,6.45,6.28,5.63,5.2,5.12,4.74,4.29,4.12,4,-1
Switzerland,Other service activities,3.72,3.76,4.24,3.42,3.53,4.09,3.79,4.01,4.16,-1
Serbia,Other service activities,-1,-1,0.84,1.03,0.6,0.63,0.69,-1,-1,-1
Turkey,Other service activities,6.32,6.07,5.88,5.84,8.02,8.95,9.52,22.67,23.55,-1
EU28,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7.57,5.53,5.37,4.03,4.35,4.68,3.95,3.73,3.78,4.69
Belgium,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.45,0.49,0.55,0.45,0.51,0.52,0.47,0.52,0.54,0.54
Bulgaria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Czechia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Denmark,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Germany,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Estonia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Ireland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Greece,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2.94,1.5,1.19,0.18,0.17,0.14,0.13,0.12,0.12,0.11
Spain,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
France,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Croatia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.27,0.26,0.25,0.25,0.23,0.22,0.22,0.22,0.22,0.22
Italy,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Cyprus,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Latvia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Lithuania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.01,0.01
Luxembourg,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Hungary,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0.01
Malta,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Netherlands,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Austria,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Poland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Portugal,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Romania,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Slovenia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Slovakia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,1.27,1.24,1.3,1.22,1.46,2.04,1.33,1.14,1.16,2.1
Finland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
Sweden,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,0
United Kingdom,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,2.61,2.03,2.07,1.9,1.94,1.73,1.76,1.71,1.72,1.7
Iceland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,-1
Norway,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,-1
Switzerland,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,0,0,-1
Serbia,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,-1,-1,0,0,0,0,0,-1,-1,-1
Turkey,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0,0,0,0,0,0,0,1.87,1.87,-1
EU28,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Belgium,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Bulgaria,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Czechia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Denmark,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Germany,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Estonia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Ireland,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Greece,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Spain,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
France,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Croatia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Italy,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Cyprus,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Latvia,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Lithuania,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
Luxembourg,Activities of extraterritorial organisations and bodies,0,0,0,0,0,0,0,0,0,0
